id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
620725,en,Jexi,24.683,10/10/2019,7,875,['Comedy'],"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",0,84,She had him at â€œhelloâ€
156700,en,The Kings of Summer,18.741,19/01/2013,7,885,"['Comedy', 'Drama']","Joe Toy, on the verge of adolescence, finds himself increasingly frustrated by his single father, Frank's attempts to manage his life. Declaring his freedom once and for all, he escapes to a clearing in the woods with his best friend, Patrick, and a strange kid named Biaggio. He announces that they are going to build a house there, free from responsibility and parents. Once their makeshift abode is finished, the three young men find themselves masters of their own destiny, alone in the woods.",0,93,Why live when you can rule.
11797,en,Fright Night,14.402,2/08/1985,7,912,"['Comedy', 'Horror']","Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him.",24922237,106,There are some very good reasons to be afraid of the dark.
483,en,Wild at Heart,11.054,17/08/1990,7,1130,"['Comedy', 'Crime', 'Thriller']","After serving prison time for a self-defense killing, Sailor Ripley reunites with girlfriend Lula Fortune. Lula's mother, Marietta, desperate to keep them apart, hires a hitman to kill Sailor. But he finds a whole new set of troubles when he and Bobby Peru, an old buddy who's also out to get Sailor, try to rob a store. When Sailor lands in jail yet again, the young lovers appear further than ever from the shared life they covet.",14560247,124,A wild crazy love story.
9675,en,Sideways,10.686,22/10/2004,7,1194,"['Comedy', 'Drama', 'Romance']","Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",109502303,127,In search of wine. In search of women. In search of themselves.
9427,en,The Full Monty,11.006,13/08/1997,7,1200,['Comedy'],"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",257850122,91,The year's most revealing comedy.
402897,en,The Death of Stalin,16.102,20/10/2017,7,1329,"['Comedy', 'Drama', 'History']","Proclaimed the funniest political comedy of the year (The Daily Beast), The Death of Stalin delivers a brutally executed parody of Cold War Russia. When the tyrannical ruler Stalin dies, his hapless inner circle scrambles to come up with the next evolution of the revolution ? but it's clear everyone is really out for themselves. Written and directed by EmmyÂ® Award winning and OscarÂ® nominated Armando Iannucci, Rolling Stone calls the film a brilliant satire from a crack ensemble (including EmmyÂ® and Golden GlobeÂ® winner Steve Buscemi, Simon Russell Beale, Andrea Riseborough and Michael Palin). Proof that comedy, like politics, is all in the execution.",24640027,107,"In the Kremlin, no one can hear you scheme"
864,en,Cool Runnings,16.484,1/10/1993,7,1492,"['Comedy', 'History']","When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",154856263,98,One dream. Four Jamaicans. Twenty below zero.
378,en,Raising Arizona,15.987,1/03/1987,7,1506,"['Comedy', 'Crime']","When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",29180280,94,Their lawless years are behind them. Their child-rearing years lay ahead...
43923,en,It's Kind of a Funny Story,26.597,8/10/2010,7,1928,"['Comedy', 'Drama']",A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,6491240,102,Sometimes what's in your head isn't as crazy as you think.
10439,en,Hocus Pocus,40.429,16/07/1993,7,2008,"['Comedy', 'Family', 'Fantasy']","After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",39514713,96,It's just a bunch of Hocus Pocus.
37056,en,Letters to Juliet,36.918,13/05/2010,7,2425,"['Comedy', 'Drama', 'Romance']","An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",82148538,105,What if you had a second chance to find true love?
254320,en,The Lobster,23.765,15/10/2015,7,4653,"['Comedy', 'Drama', 'Romance']","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",15656193,118,An unconventional love story...
11631,en,Mamma Mia!,53.588,2/07/2008,7,5233,"['Comedy', 'Romance']","An independent, single mother who owns a small hotel on a Greek island is about to marry off the spirited young daughter she's raised alone. But, the daughter has secretly invited three of her mother's ex-lovers in the hopes of finding her biological father.",609841637,108,Take a trip down the aisle you'll never forget
7326,en,Juno,18.212,5/12/2007,7,5852,"['Comedy', 'Drama', 'Romance']","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",231411584,96,A comedy about growing upâ€¦ and the bumps along the way.
425134,en,How to Be a Latin Lover,40.548,6/03/2017,6.9,493,['Comedy'],An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,26251899,115,Fifty shades grayer
554241,en,Playing with Fire,25.187,8/11/2019,6.9,498,"['Comedy', 'Family']",A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,44400000,96,0% Contained
9942,en,Major League,12.201,16/02/1989,6.9,555,['Comedy'],"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climateâ€”but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",75000000,107,A comedy with bats and balls.
12763,en,Take the Lead,11.712,17/03/2006,6.9,564,"['Comedy', 'Music', 'Drama']","A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane.",65742992,108,Never Follow
9591,en,That Thing You Do!,12.41,4/10/1996,6.9,610,"['Comedy', 'Drama', 'Romance', 'Music']","A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",34585416,108,In every life there comes a time when that dream you dream becomes that thing you do.
2322,en,Sneakers,9.486,9/09/1992,6.9,653,"['Comedy', 'Crime', 'Drama']","When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",105232691,126,"We could tell you what it's about. But then, of course, we'd have to kill you."
67660,en,Think Like a Man,10.411,16/04/2012,6.9,677,"['Comedy', 'Romance']","The balance of power in four couplesâ€™ relationships is upset when the women start using the advice in Steve Harveyâ€™s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship â€œplaybook,â€ they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",96070507,122,Let the mind games begin.
347626,en,He's All That,176.343,27/08/2021,6.9,679,"['Comedy', 'Romance']","To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",0,91,It's his turn for a makeover.
936,en,The Pink Panther,12.855,18/12/1963,6.9,714,"['Comedy', 'Crime']","The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",10878107,115,A Madcap Frolic Of Crime and Fun.
10607,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,46.962,12/01/1996,6.9,820,['Comedy'],"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",20109115,89,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time."
249,en,The War of the Roses,13.027,8/12/1989,6.9,833,"['Comedy', 'Drama']","The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",160188546,116,Once in a lifetime comes a motion picture that makes you feel like falling in love all over again. This is not that movie.
152737,en,August: Osage County,14.693,26/12/2013,6.9,1152,"['Comedy', 'Drama']","A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",74188937,121,Misery loves family
472734,en,Dumplin',11.81,20/12/2018,6.9,1182,"['Comedy', 'Drama']","To prove a point about measuring up and fitting in, Texas teen Willowdean â€œDumplinâ€™â€ Dickson enters a local pageant run by her ex-beauty queen mom.",0,110,Find out who you are and do it on purpose
2196,en,Death at a Funeral,9.849,17/08/2007,6.9,1284,"['Comedy', 'Drama']","A myriad of outrageous calamities befall an eccentric English clan with more than a few skeletons in its closets, when its patriarch dies an unexpected death. Soon, every complication imaginable befall the grief-stricken mourners.",8,90,Last rites... and wrongs.
521777,en,Good Boys,32.412,14/08/2019,6.9,1358,['Comedy'],A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,111037232,89,You Must Be This Tall to See This Movie
8390,en,"Definitely, Maybe",17.067,8/02/2008,6.9,1928,"['Comedy', 'Romance']","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",55447968,112,Three relationships. Three disasters. One last chance.
2758,en,Addams Family Values,56.147,19/11/1993,6.9,2145,"['Comedy', 'Family', 'Fantasy']","Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",48919043,94,The Family Just Got A Little Stranger
9390,en,Jerry Maguire,19.869,13/12/1996,6.9,2424,"['Comedy', 'Drama', 'Romance']","Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",273552592,138,Everybody loved him... Everybody disappeared.
38408,en,Life As We Know It,54.286,2/10/2010,6.9,2615,"['Comedy', 'Romance', 'Drama']","After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",105734416,114,A comedy about taking it one step at a time.
232672,en,Blended,85.083,21/05/2014,6.9,2638,['Comedy'],"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.",127994610,117,"Single Dad, No Clue. Single Mom, Flying Solo."
392,en,Chocolat,19.659,2/03/2000,6.9,2658,"['Comedy', 'Drama', 'Romance']","A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",152500343,121,â€¦and the world is still indulging!
347031,en,Swiss Army Man,14.522,24/06/2016,6.9,2685,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']","Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new â€œfriendâ€ and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",4210454,97,We all need somebody to lean on.
12153,en,White Chicks,64.214,23/06/2004,6.9,2732,"['Comedy', 'Crime']","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",113086475,109,They're going deep undercover.
308266,en,War Dogs,37.308,17/08/2016,6.9,3632,"['Comedy', 'Crime', 'Drama']","Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",86234523,114,An American dream
9880,en,The Princess Diaries,29.677,3/08/2001,6.9,3918,"['Comedy', 'Family', 'Romance']","A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",165335153,115,She rocks. She rules. She reigns.
254470,en,Pitch Perfect 2,41.974,7/05/2015,6.9,4657,"['Comedy', 'Music']","The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",287506194,115,We're back pitches
14367,en,Adventures in Babysitting,10.84,1/07/1987,6.8,470,['Comedy'],"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",34368475,102,She thought babysitting was easy money - until she started hanging out with the Andersons.
523773,en,Little Italy,14.645,24/08/2018,6.8,474,"['Comedy', 'Romance']",Former childhood pals Leo and Nikki are attracted to each other as adultsâ€”but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,0,102,Love is an acquired taste.
526050,en,Little,13.126,4/04/2019,6.8,500,"['Comedy', 'Fantasy', 'Romance']","Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.",17399000,108,She woke up like this
10156,en,History of the World: Part I,11.635,12/06/1981,6.8,556,['Comedy'],"An uproarious version of history that proves nothing is sacred â€“ not even the Roman Empire, the French Revolution and the Spanish Inquisition.",31672907,92,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!"
10780,en,Overboard,11.508,16/12/1987,6.8,608,"['Comedy', 'Romance']","Heiress, Joanna Stayton hires carpenter, Dean Proffitt to build a closet on her yachtâ€”and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.",26713187,106,From opulence... to rags... to love.
2039,en,Moonstruck,10.667,16/12/1987,6.8,609,"['Comedy', 'Drama', 'Romance']","No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, than she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",80640528,102,Life. Family. Love.
9451,en,Election,12.284,23/04/1999,6.8,732,['Comedy'],"Jim McAllister, a well-liked high school government teacher, can't help but notice that successful student Tracy Flick uses less than ethical tactics to get what she wants. When Tracy runs for school president, Jim feels that she will be a poor influence on the student body and convinces Paul, a dim-witted but popular student athlete, to run against Tracy. When she becomes aware of Jim's secret involvement in the race, a bitter feud is sparked.",0,103,Reading. Writing. Revenge.
2616,en,Uncle Buck,8.694,16/08/1989,6.8,852,"['Comedy', 'Drama', 'Family']","Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path.",79258538,100,He's crude. He's crass. He's family.
13342,en,Fast Times at Ridgemont High,12.651,13/08/1982,6.8,891,"['Comedy', 'Drama']","Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Handâ€”a man convinced that everyone is on dope.",27092880,90,"Fast cars, fast girls, fast carrots â€¦ fast carrots?"
6961,en,The Wedding Date,11.257,4/02/2005,6.8,937,"['Comedy', 'Romance']","With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",47175038,88,Love doesn't come cheap.
8976,en,A Lot Like Love,11.295,21/04/2005,6.8,1051,"['Comedy', 'Drama', 'Romance']","On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",42886719,107,There's nothing better than a great romance... to ruin a perfectly good friendship.
84332,en,Safety Not Guaranteed,12.353,8/06/2012,6.8,1093,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,4424699,86,What would you go back for?
11013,en,Secretary,16.281,20/09/2002,6.8,1142,"['Comedy', 'Drama', 'Romance']","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",9304609,104,Assume the position.
445629,en,Fighting With My Family,25.346,14/02/2019,6.8,1219,['Comedy'],"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",39055536,108,A comedy about a family that fights a little differently.
417870,en,Girls Trip,30.193,21/07/2017,6.8,1284,['Comedy'],"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",140376621,122,Forgive us in advance for this wild weekend
8193,en,Napoleon Dynamite,9.711,11/06/2004,6.8,1349,['Comedy'],"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",46118097,95,He's out to prove he's got nothing to prove.
9778,en,Serendipity,16.845,5/10/2001,6.8,1456,"['Comedy', 'Romance', 'Drama']","Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter â€“ but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",77516304,90,Sometimes True Love Can Have More Than One Face.
369192,en,Battle of the Sexes,17.635,22/09/2017,6.8,1490,"['Comedy', 'Drama', 'History']",The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,12638526,121,He made a bet. She made history.
37137,en,The Naked Gun 2Â½: The Smell of Fear,18.229,28/06/1991,6.8,1540,"['Comedy', 'Crime']","Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",86930411,85,If you see only one movie this year...you ought to get out more often
12573,en,A Serious Man,14.72,30/09/2009,6.8,1552,"['Comedy', 'Drama']","It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",31430334,106,â€¦seriously!
15144,en,Sixteen Candles,13.258,4/05/1984,6.8,1692,"['Comedy', 'Romance']",A teenage girl deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,23686027,93,When you're just sixteen anything can happen!
712,en,Four Weddings and a Funeral,17.343,9/03/1994,6.8,2002,"['Comedy', 'Drama', 'Romance']","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",245700832,117,Five good reasons to stay single.
459992,en,Long Shot,26.965,2/05/2019,6.8,2027,"['Comedy', 'Romance']","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriterâ€”much to the dismay of her trusted advisers.",0,125,Unlikely but not impossible.
65057,en,The Descendants,30.656,9/09/2011,6.8,2148,"['Comedy', 'Drama']","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",177243185,115,The South Pacific ain't that terrific.
957,en,Spaceballs,21.303,24/06/1987,6.8,2227,"['Comedy', 'Science Fiction']","When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",38119483,96,May the schwartz be with you.
9655,en,She's the Man,26.469,17/03/2006,6.8,2345,"['Comedy', 'Drama', 'Family', 'Romance']","Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",33889159,105,"If you wanna chase your dream, sometimes you gotta break the rules."
86838,en,Seven Psychopaths,24.314,12/10/2012,6.8,3024,"['Comedy', 'Crime']",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,33035736,110,They Won't Take Any Shih Tzu.
9602,en,Coming to America,28.795,29/06/1988,6.8,3286,"['Comedy', 'Romance']","An African prince decides itâ€™s time for him to find a princess... and his mission leads him and his most loyal friend to Queens, New York. In disguise as an impoverished immigrant, the pampered prince quickly finds himself a new job, new friends, new digs, new enemies and lots of trouble.",288752301,117,The four funniest men in America are Eddie Murphy.
634,en,Bridget Jones's Diary,21.504,13/04/2001,6.8,4032,"['Comedy', 'Romance', 'Drama']","A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",281929795,97,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.
107985,en,The World's End,34.941,18/07/2013,6.8,4252,"['Comedy', 'Action', 'Science Fiction']",Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,46089287,109,Good food. Fine ales. Total Annihilation.
57214,en,Project X,132.264,1/03/2012,6.8,4826,['Comedy'],"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",0,88,Witness it
37735,en,Easy A,57.331,16/09/2010,6.8,5690,['Comedy'],"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",75026327,93,A comedy about a good girl a small favor and a big rumor
1824,en,50 First Dates,28.217,13/02/2004,6.8,5792,"['Comedy', 'Romance']","Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over againâ€¦and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",196482882,99,Imagine having to win over the girl of your dreams... every friggin' day.
138832,en,We're the Millers,46.619,7/08/2013,6.8,7193,"['Comedy', 'Crime']",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,269994119,110,If anyone asks.
9900,en,Grandma's Boy,12.111,6/01/2006,6.7,473,['Comedy'],"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother.",6538177,94,A movie that proves you're never too old to come of age.
8669,en,Charlie Bartlett,8.931,1/05/2007,6.7,497,"['Comedy', 'Drama']","Awkward teenager Charlie Bartlett has trouble fitting in at a new high school. Charlie needs some friends fast, and decides that the best way to find them is to appoint himself the resident psychiatrist. He becomes one of the most popular guys in school by doling out advice and, occasionally, medication, to the student body.",0,97,Popularity is a state of mind.
2925,en,The First Wives Club,10.754,20/09/1996,6.7,579,['Comedy'],"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",116400000,102,Don't get mad. Get everything.
11977,en,Caddyshack,13.12,25/07/1980,6.7,837,['Comedy'],"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",39846344,98,The snobs against the slobs!
11974,en,The 'Burbs,12.305,17/02/1989,6.7,875,"['Comedy', 'Horror', 'Thriller']","When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",49101993,102,He's a man of peace in a savage land... Suburbia.
10158,en,White Men Can't Jump,11.136,26/03/1992,6.7,925,"['Comedy', 'Drama']","Billy Hoyle and Sidney Deane are an unlikely pair of basketball hustlers. They team up to con their way across the courts of Los Angeles, playing a game that's fast dangerous - and funny.",90753806,115,It ain't easy being this good.
9726,en,A Good Year,15.478,9/09/2006,6.7,1139,"['Comedy', 'Drama', 'Romance']","Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",42064105,117,Everything matures... eventually.
2179,en,Tenacious D in The Pick of Destiny,12.96,22/11/2006,6.7,1195,"['Comedy', 'Music']","In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",13405595,93,An epic quest. A magical guitar pick. A chance to put the D in Destiny.
315664,en,Florence Foster Jenkins,15.119,6/05/2016,6.7,1213,"['Comedy', 'Drama']","The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",48902953,110,"People may say I couldn't sing, but no one can say I didn't sing"
5994,en,The Family Man,17.761,12/12/2000,6.7,1419,"['Comedy', 'Drama', 'Romance', 'Fantasy']","Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",124700000,125,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?"
13971,en,Wild Child,75.028,15/08/2008,6.7,1525,"['Comedy', 'Drama', 'Romance']","Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.",21972336,98,New Girl. New School. New Rules.
303991,en,Demolition,17.079,6/04/2016,6.7,1600,"['Comedy', 'Drama']",An emotionally desperate investment banker finds hope through a woman he meets in Chicago.,4366460,101,Life: Some disassembly required.
